date,description,amount,balance,category,transaction_type
2025-06-30,Trader Joe's,-74.29129501088579,58021.8018527256,Groceries,debit
2025-06-30,Uber,-35.12826022147097,57986.67359250413,Transportation,debit
2025-06-30,Target,-32.1466956244677,57954.52689687966,Shopping,debit
2025-07-01,Shell,-54.42477073697991,57900.10212614268,Transportation,debit
2025-07-01,Hospital,74.59958391940086,57974.70171006208,Healthcare,credit
2025-07-01,Nike,37.6145608610511,58012.31627092313,Shopping,credit
2025-07-02,Electric Company,10.468185662905219,58022.784456586036,Utilities,credit
2025-07-03,Aldi,-27.803136057111683,57994.981320528925,Groceries,debit
2025-07-03,Phone Company,-18.454436803539636,57976.52688372538,Utilities,debit
2025-07-03,Nike,-90.02481614466697,57886.50206758072,Shopping,debit
2025-07-04,Pharmacy,74.8464259409286,57961.34849352165,Healthcare,credit
2025-07-05,Gym Membership,57.953205173472746,58019.30169869512,Entertainment,credit
2025-07-06,Water Department,-35.74471069005716,57983.55698800506,Utilities,debit
2025-07-06,Target Grocery,-18.827461317766243,57964.7295266873,Groceries,debit
2025-07-07,Best Buy,-60.5266447738626,57904.202881913436,Shopping,debit
2025-07-07,Hospital,83.06610749794413,57987.26898941138,Healthcare,credit
2025-07-08,Lab Services,51.51364217880755,58038.782631590184,Healthcare,credit
2025-07-08,Budget Car Rental,-56.83285563153207,57981.94977595865,Transportation,debit
2025-07-08,Food Lion,-12.399746549093443,57969.55002940956,Groceries,debit
2025-07-08,Hospital,32.23067308366635,58001.780702493226,Healthcare,credit
2025-07-09,Aldi,98.55595575534376,58100.33665824857,Groceries,credit
2025-07-09,Health Insurance,-25.759874700964662,58074.57678354761,Healthcare,debit
2025-07-09,Vision Center,82.51005691676605,58157.08684046437,Healthcare,credit
2025-07-10,HEB,-20.98412671620818,58136.102713748165,Groceries,debit
2025-07-10,Apple Store,-38.90452204752482,58097.19819170064,Shopping,debit
2025-07-10,Macy's,-22.33799551948897,58074.86019618115,Shopping,debit
2025-07-10,Electric Company,-83.68779532815282,57991.172400853,Utilities,debit
2025-07-10,Sports Arena,66.10946173672995,58057.28186258973,Entertainment,credit
2025-07-11,Vision Center,-98.94950340983601,57958.33235917989,Healthcare,debit
2025-07-11,Aldi,94.37110337581866,58052.703462555706,Groceries,credit
2025-07-13,Gym Membership,-84.97194819946046,57967.731514356245,Entertainment,debit
2025-07-13,Fitness Center,18.22290264001741,57985.95441699626,Entertainment,credit
2025-07-13,Doctor Office,-77.27758653740807,57908.676830458855,Healthcare,debit
2025-07-14,Budget Car Rental,-50.94709924188125,57857.729731216976,Transportation,debit
2025-07-14,Cable TV,-18.290897898838555,57839.438833318134,Utilities,debit
2025-07-15,Health Insurance,92.13548127262465,57931.57431459076,Healthcare,credit
2025-07-15,Walmart Grocery,-68.25979486698927,57863.314519723775,Groceries,debit
2025-07-15,Chevron,11.037083743043848,57874.35160346682,Transportation,credit
2025-07-16,Lab Services,-23.168715911267306,57851.18288755555,Healthcare,debit
2025-07-16,Chevron,-32.50550861519267,57818.67737894036,Transportation,debit
2025-07-16,Enterprise Rent-A-Car,-66.37564232708945,57752.30173661327,Transportation,debit
2025-07-17,Best Buy,-92.98247339886733,57659.319263214406,Shopping,debit
2025-07-17,Hulu,34.947301037524326,57694.26656425193,Entertainment,credit
2025-07-17,Costco,-68.06773398604068,57626.19883026589,Groceries,debit
2025-07-18,Internet Provider,-36.93254064031669,57589.26628962557,Utilities,debit
