ED_PATH,HEL_WORK,BONUS_PCT,DON_STYLE,MOM_GIFT_USE,FX_SCENARIO,RISK_BAND,cfg_id,PV_10yr_Surplus,Mean_Annual_CF,QoL_Score,Financial_Stress_Rank,Avg_Equity_Allocation,Risk_Evolution_Range,prob_shortfall_10yr,cashflow_volatility_10yr,prob_insolvency_10yr,var_95_10yr,min_cushion_median,QoL_financial_security,QoL_income_stability,QoL_lifestyle_quality,QoL_generosity_fulfillment,QoL_cushion_comfort
JohnsHopkins,Part‑time,0.0,2,0,Base,3,CFG_JG,-209168.83376128733,78870.20476491952,0.48081062724024953,0.6350272473117006,0.505,0.69,0.6,0.31675749103900197,1.0,-74641.1409723179,-172740.15223526114,0.4,0.683242508960998,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,2,0,Base,2,CFG_JF,-209168.83376128733,78870.20476491952,0.48081062724024953,0.6350272473117006,0.505,0.69,0.6,0.31675749103900197,1.0,-74641.1409723179,-172740.15223526114,0.4,0.683242508960998,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,2,0,Base,1,CFG_JE,-209168.83376128733,78870.20476491952,0.48081062724024953,0.6350272473117006,0.505,0.69,0.6,0.31675749103900197,1.0,-74641.1409723179,-172740.15223526114,0.4,0.683242508960998,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,2,0,Stress,3,CFG_JJ,-236668.83376128733,78182.70476491952,0.4814889096665533,0.634213308400136,0.505,0.69,0.6,0.31404436133378694,1.0,-77569.89044901593,-173303.8422321887,0.4,0.6859556386662131,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,2,0,Stress,2,CFG_JI,-236668.83376128733,78182.70476491952,0.4814889096665533,0.634213308400136,0.505,0.69,0.6,0.31404436133378694,1.0,-77569.89044901593,-173303.8422321887,0.4,0.6859556386662131,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,2,0,Stress,1,CFG_JH,-236668.83376128733,78182.70476491952,0.4814889096665533,0.634213308400136,0.505,0.69,0.6,0.31404436133378694,1.0,-77569.89044901593,-173303.8422321887,0.4,0.6859556386662131,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.1,2,0,Stress,1,CFG_KL,-72718.8337612873,92399.40476491954,0.48950793085846495,0.615750482969842,0.505,0.69,0.592,0.29316827656614014,0.97,-64470.71472100719,-156690.54643275272,0.40800000000000003,0.7068317234338599,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.1,2,0,Stress,3,CFG_KN,-72718.8337612873,92399.40476491954,0.48950793085846495,0.615750482969842,0.505,0.69,0.592,0.29316827656614014,0.97,-64470.71472100719,-156690.54643275272,0.40800000000000003,0.7068317234338599,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.1,2,0,Stress,2,CFG_KM,-72718.8337612873,92399.40476491954,0.48950793085846495,0.615750482969842,0.505,0.69,0.592,0.29316827656614014,0.97,-64470.71472100719,-156690.54643275272,0.40800000000000003,0.7068317234338599,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,0,0,Base,1,CFG_IG,-209168.83376128733,78870.20476491953,0.5239915555036454,0.6087901333956254,0.505,0.69,0.521,0.334633777985418,1.0,-74641.1409723179,-138020.63212163307,0.479,0.665366222014582,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,1,Base,3,CFG_IO,-209168.83376128733,78870.20476491953,0.5239915555036454,0.6087901333956254,0.505,0.69,0.521,0.334633777985418,1.0,-74641.1409723179,-138020.63212163307,0.479,0.665366222014582,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,1,Base,2,CFG_IN,-209168.83376128733,78870.20476491953,0.5239915555036454,0.6087901333956254,0.505,0.69,0.521,0.334633777985418,1.0,-74641.1409723179,-138020.63212163307,0.479,0.665366222014582,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,1,Base,1,CFG_IM,-209168.83376128733,78870.20476491953,0.5239915555036454,0.6087901333956254,0.505,0.69,0.521,0.334633777985418,1.0,-74641.1409723179,-138020.63212163307,0.479,0.665366222014582,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,0,Base,2,CFG_IH,-209168.83376128733,78870.20476491953,0.5239915555036454,0.6087901333956254,0.505,0.69,0.521,0.334633777985418,1.0,-74641.1409723179,-138020.63212163307,0.479,0.665366222014582,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,0,Base,3,CFG_II,-209168.83376128733,78870.20476491953,0.5239915555036454,0.6087901333956254,0.505,0.69,0.521,0.334633777985418,1.0,-74641.1409723179,-138020.63212163307,0.479,0.665366222014582,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,1,Stress,2,CFG_IQ,-236668.83376128733,78182.70476491953,0.5243724870710695,0.6083330155147166,0.505,0.69,0.521,0.33311005171572217,1.0,-77569.89044901593,-143761.8964333835,0.479,0.6668899482842778,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,0,Stress,1,CFG_IJ,-236668.83376128733,78182.70476491953,0.5243724870710695,0.6083330155147166,0.505,0.69,0.521,0.33311005171572217,1.0,-77569.89044901593,-143761.8964333835,0.479,0.6668899482842778,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,0,Stress,2,CFG_IK,-236668.83376128733,78182.70476491953,0.5243724870710695,0.6083330155147166,0.505,0.69,0.521,0.33311005171572217,1.0,-77569.89044901593,-143761.8964333835,0.479,0.6668899482842778,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,0,Stress,3,CFG_IL,-236668.83376128733,78182.70476491953,0.5243724870710695,0.6083330155147166,0.505,0.69,0.521,0.33311005171572217,1.0,-77569.89044901593,-143761.8964333835,0.479,0.6668899482842778,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,1,Stress,3,CFG_IR,-236668.83376128733,78182.70476491953,0.5243724870710695,0.6083330155147166,0.505,0.69,0.521,0.33311005171572217,1.0,-77569.89044901593,-143761.8964333835,0.479,0.6668899482842778,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,0,1,Stress,1,CFG_IP,-236668.83376128733,78182.70476491953,0.5243724870710695,0.6083330155147166,0.505,0.69,0.521,0.33311005171572217,1.0,-77569.89044901593,-143761.8964333835,0.479,0.6668899482842778,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,2,0,Base,3,CFG_KK,-45218.83376128731,93086.90476491954,0.48977500129875023,0.5945099984414999,0.505,0.69,0.5879999999999999,0.2976999948049994,0.9,-61502.692344022056,-156690.54643275272,0.41200000000000014,0.7023000051950006,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.1,2,0,Base,2,CFG_KJ,-45218.83376128731,93086.90476491954,0.48977500129875023,0.5945099984414999,0.505,0.69,0.5879999999999999,0.2976999948049994,0.9,-61502.692344022056,-156690.54643275272,0.41200000000000014,0.7023000051950006,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.1,2,0,Base,1,CFG_KI,-45218.83376128731,93086.90476491954,0.48977500129875023,0.5945099984414999,0.505,0.69,0.5879999999999999,0.2976999948049994,0.9,-61502.692344022056,-156690.54643275272,0.41200000000000014,0.7023000051950006,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.1,0,0,Stress,3,CFG_JP,-72718.83376128734,92399.40476491954,0.5383291349330217,0.5828650380803739,0.505,0.69,0.507,0.2968834602679134,0.97,-64470.71472100719,-129946.77162867834,0.493,0.7031165397320867,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,1,Stress,2,CFG_JU,-72718.83376128734,92399.40476491954,0.5383291349330217,0.5828650380803739,0.505,0.69,0.507,0.2968834602679134,0.97,-64470.71472100719,-129946.77162867834,0.493,0.7031165397320867,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,1,Stress,3,CFG_JV,-72718.83376128734,92399.40476491954,0.5383291349330217,0.5828650380803739,0.505,0.69,0.507,0.2968834602679134,0.97,-64470.71472100719,-129946.77162867834,0.493,0.7031165397320867,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,1,Stress,1,CFG_JT,-72718.83376128734,92399.40476491954,0.5383291349330217,0.5828650380803739,0.505,0.69,0.507,0.2968834602679134,0.97,-64470.71472100719,-129946.77162867834,0.493,0.7031165397320867,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,0,Stress,1,CFG_JN,-72718.83376128734,92399.40476491954,0.5383291349330217,0.5828650380803739,0.505,0.69,0.507,0.2968834602679134,0.97,-64470.71472100719,-129946.77162867834,0.493,0.7031165397320867,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,0,Stress,2,CFG_JO,-72718.83376128734,92399.40476491954,0.5383291349330217,0.5828650380803739,0.505,0.69,0.507,0.2968834602679134,0.97,-64470.71472100719,-129946.77162867834,0.493,0.7031165397320867,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,1,Base,3,CFG_JS,-45218.833761287344,93086.90476491954,0.5381062445688092,0.5621525065174291,0.505,0.69,0.506,0.2991750217247636,0.9,-61502.692344022056,-124205.35533383308,0.494,0.7008249782752364,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,1,Base,2,CFG_JR,-45218.833761287344,93086.90476491954,0.5381062445688092,0.5621525065174291,0.505,0.69,0.506,0.2991750217247636,0.9,-61502.692344022056,-124205.35533383308,0.494,0.7008249782752364,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,0,Base,3,CFG_JM,-45218.833761287344,93086.90476491954,0.5381062445688092,0.5621525065174291,0.505,0.69,0.506,0.2991750217247636,0.9,-61502.692344022056,-124205.35533383308,0.494,0.7008249782752364,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,0,Base,2,CFG_JL,-45218.833761287344,93086.90476491954,0.5381062445688092,0.5621525065174291,0.505,0.69,0.506,0.2991750217247636,0.9,-61502.692344022056,-124205.35533383308,0.494,0.7008249782752364,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,0,Base,1,CFG_JK,-45218.833761287344,93086.90476491954,0.5381062445688092,0.5621525065174291,0.505,0.69,0.506,0.2991750217247636,0.9,-61502.692344022056,-124205.35533383308,0.494,0.7008249782752364,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.1,0,1,Base,1,CFG_JQ,-45218.833761287344,93086.90476491954,0.5381062445688092,0.5621525065174291,0.505,0.69,0.506,0.2991750217247636,0.9,-61502.692344022056,-124205.35533383308,0.494,0.7008249782752364,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.0,1,1,Stress,3,CFG_JD,13331.166238712656,78182.70476491953,0.5168147164860193,0.5218223402167769,0.505,0.69,0.5,0.3127411340559229,0.76,-52569.89044901593,-186063.9982771229,0.5,0.687258865944077,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,0,Stress,1,CFG_IV,13331.166238712656,78182.70476491953,0.5168147164860193,0.5218223402167769,0.505,0.69,0.5,0.3127411340559229,0.76,-52569.89044901593,-186063.9982771229,0.5,0.687258865944077,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,0,Stress,2,CFG_IW,13331.166238712656,78182.70476491953,0.5168147164860193,0.5218223402167769,0.505,0.69,0.5,0.3127411340559229,0.76,-52569.89044901593,-186063.9982771229,0.5,0.687258865944077,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,0,Stress,3,CFG_IX,13331.166238712656,78182.70476491953,0.5168147164860193,0.5218223402167769,0.505,0.69,0.5,0.3127411340559229,0.76,-52569.89044901593,-186063.9982771229,0.5,0.687258865944077,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,1,Stress,2,CFG_JC,13331.166238712656,78182.70476491953,0.5168147164860193,0.5218223402167769,0.505,0.69,0.5,0.3127411340559229,0.76,-52569.89044901593,-186063.9982771229,0.5,0.687258865944077,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,1,Stress,1,CFG_JB,13331.166238712656,78182.70476491953,0.5168147164860193,0.5218223402167769,0.505,0.69,0.5,0.3127411340559229,0.76,-52569.89044901593,-186063.9982771229,0.5,0.687258865944077,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,1,Base,2,CFG_IZ,40831.166238712656,78870.20476491953,0.5161364340597154,0.4716362791283414,0.505,0.69,0.5,0.315454263761138,0.59,-49641.14097231789,-186063.9982771229,0.5,0.6845457362388621,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,1,Base,3,CFG_JA,40831.166238712656,78870.20476491953,0.5161364340597154,0.4716362791283414,0.505,0.69,0.5,0.315454263761138,0.59,-49641.14097231789,-186063.9982771229,0.5,0.6845457362388621,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,1,Base,1,CFG_IY,40831.166238712656,78870.20476491953,0.5161364340597154,0.4716362791283414,0.505,0.69,0.5,0.315454263761138,0.59,-49641.14097231789,-186063.9982771229,0.5,0.6845457362388621,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,0,Base,3,CFG_IU,40831.166238712656,78870.20476491953,0.5161364340597154,0.4716362791283414,0.505,0.69,0.5,0.315454263761138,0.59,-49641.14097231789,-186063.9982771229,0.5,0.6845457362388621,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,0,Base,1,CFG_IS,40831.166238712656,78870.20476491953,0.5161364340597154,0.4716362791283414,0.505,0.69,0.5,0.315454263761138,0.59,-49641.14097231789,-186063.9982771229,0.5,0.6845457362388621,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.0,1,0,Base,2,CFG_IT,40831.166238712656,78870.20476491953,0.5161364340597154,0.4716362791283414,0.505,0.69,0.5,0.315454263761138,0.59,-49641.14097231789,-186063.9982771229,0.5,0.6845457362388621,0.5,0.6,0.1
JohnsHopkins,Full‑time,0.0,2,0,Base,2,CFG_NV,430931.16623871255,146375.20476491953,0.42839999999999995,0.46680384243128503,0.505,0.69,0.376,1.0546794747709503,0.0,-25370.585305474313,-119917.49742044197,0.624,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,2,0,Base,3,CFG_NW,430931.16623871255,146375.20476491953,0.42839999999999995,0.46680384243128503,0.505,0.69,0.376,1.0546794747709503,0.0,-25370.585305474313,-119917.49742044197,0.624,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,2,0,Base,1,CFG_NU,430931.16623871255,146375.20476491953,0.42839999999999995,0.46680384243128503,0.505,0.69,0.376,1.0546794747709503,0.0,-25370.585305474313,-119917.49742044197,0.624,0.0,0.7,0.6,0.1
JohnsHopkins,Part‑time,0.2,2,0,Stress,3,CFG_LR,91231.16623871269,106616.10476491954,0.4971583801278134,0.447989943846624,0.505,0.69,0.571,0.2919664794887466,0.44,-51278.37446630529,-140284.03309099184,0.42900000000000005,0.7080335205112533,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.2,2,0,Stress,1,CFG_LP,91231.16623871269,106616.10476491954,0.4971583801278134,0.447989943846624,0.505,0.69,0.571,0.2919664794887466,0.44,-51278.37446630529,-140284.03309099184,0.42900000000000005,0.7080335205112533,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.2,2,0,Stress,2,CFG_LQ,91231.16623871269,106616.10476491954,0.4971583801278134,0.447989943846624,0.505,0.69,0.571,0.2919664794887466,0.44,-51278.37446630529,-140284.03309099184,0.42900000000000005,0.7080335205112533,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.2,2,0,Base,2,CFG_LN,118731.16623871269,107303.60476491954,0.49783820940171314,0.4293341487179443,0.505,0.69,0.563,0.3004471623931476,0.38,-48298.50450331914,-140241.58067377872,0.43700000000000006,0.6995528376068524,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.2,2,0,Base,1,CFG_LM,118731.16623871269,107303.60476491954,0.49783820940171314,0.4293341487179443,0.505,0.69,0.563,0.3004471623931476,0.38,-48298.50450331914,-140241.58067377872,0.43700000000000006,0.6995528376068524,0.5,0.6,0.1
JohnsHopkins,Part‑time,0.2,2,0,Base,3,CFG_LO,118731.16623871269,107303.60476491954,0.49783820940171314,0.4293341487179443,0.505,0.69,0.563,0.3004471623931476,0.38,-48298.50450331914,-140241.58067377872,0.43700000000000006,0.6995528376068524,0.5,0.6,0.1
JohnsHopkins,Full‑time,0.0,1,0,Base,2,CFG_NJ,680931.1662387125,146375.20476491953,0.4634,0.42714103343098775,0.505,0.69,0.276,1.0558034447699591,0.0,-370.58530547431144,-113448.5450622686,0.724,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,1,1,Base,1,CFG_NO,680931.1662387125,146375.20476491953,0.4634,0.42714103343098775,0.505,0.69,0.276,1.0558034447699591,0.0,-370.58530547431144,-113448.5450622686,0.724,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,1,1,Base,2,CFG_NP,680931.1662387125,146375.20476491953,0.4634,0.42714103343098775,0.505,0.69,0.276,1.0558034447699591,0.0,-370.58530547431144,-113448.5450622686,0.724,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,1,1,Base,3,CFG_NQ,680931.1662387125,146375.20476491953,0.4634,0.42714103343098775,0.505,0.69,0.276,1.0558034447699591,0.0,-370.58530547431144,-113448.5450622686,0.724,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,1,0,Base,3,CFG_NK,680931.1662387125,146375.20476491953,0.4634,0.42714103343098775,0.505,0.69,0.276,1.0558034447699591,0.0,-370.58530547431144,-113448.5450622686,0.724,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,1,0,Base,1,CFG_NI,680931.1662387125,146375.20476491953,0.4634,0.42714103343098775,0.505,0.69,0.276,1.0558034447699591,0.0,-370.58530547431144,-113448.5450622686,0.724,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.1,2,0,Base,2,CFG_OZ,594881.1662387125,160591.90476491954,0.45359999999999995,0.42431760540837254,0.505,0.69,0.304,1.0090586846945753,0.0,-11949.322131517005,-104210.83974239232,0.696,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.1,2,0,Base,1,CFG_OY,594881.1662387125,160591.90476491954,0.45359999999999995,0.42431760540837254,0.505,0.69,0.304,1.0090586846945753,0.0,-11949.322131517005,-104210.83974239232,0.696,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.1,2,0,Base,3,CFG_PA,594881.1662387125,160591.90476491954,0.45359999999999995,0.42431760540837254,0.505,0.69,0.304,1.0090586846945753,0.0,-11949.322131517005,-104210.83974239232,0.696,0.0,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.2,0,0,Stress,2,CFG_PI,731331.1662387125,174121.10476491955,0.4855,0.42268520915155305,0.505,0.69,0.27,1.0489506971718434,0.0,-1636.611963221246,-49241.9649085096,0.73,0.0,0.7,0.8,0.1
JohnsHopkins,Full‑time,0.2,0,0,Stress,3,CFG_PJ,731331.1662387125,174121.10476491955,0.4855,0.42268520915155305,0.505,0.69,0.27,1.0489506971718434,0.0,-1636.611963221246,-49241.9649085096,0.73,0.0,0.7,0.8,0.1
JohnsHopkins,Full‑time,0.2,0,1,Stress,3,CFG_PP,731331.1662387125,174121.10476491955,0.4855,0.42268520915155305,0.505,0.69,0.27,1.0489506971718434,0.0,-1636.611963221246,-49241.9649085096,0.73,0.0,0.7,0.8,0.1
JohnsHopkins,Full‑time,0.2,0,1,Stress,2,CFG_PO,731331.1662387125,174121.10476491955,0.4855,0.42268520915155305,0.505,0.69,0.27,1.0489506971718434,0.0,-1636.611963221246,-49241.9649085096,0.73,0.0,0.7,0.8,0.1
JohnsHopkins,Full‑time,0.2,0,0,Stress,1,CFG_PH,731331.1662387125,174121.10476491955,0.4855,0.42268520915155305,0.505,0.69,0.27,1.0489506971718434,0.0,-1636.611963221246,-49241.9649085096,0.73,0.0,0.7,0.8,0.1
JohnsHopkins,Full‑time,0.2,0,1,Stress,1,CFG_PN,731331.1662387125,174121.10476491955,0.4855,0.42268520915155305,0.505,0.69,0.27,1.0489506971718434,0.0,-1636.611963221246,-49241.9649085096,0.73,0.0,0.7,0.8,0.1
JohnsHopkins,Part‑time,0.2,0,1,Stress,1,CFG_KX,91231.16623871266,106616.10476491954,0.5456945478343125,0.41520654259882506,0.505,0.69,0.49800000000000005,0.2800218086627501,0.44,-51278.37446630529,-115881.79450581549,0.502,0.7199781913372498,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.2,0,0,Stress,3,CFG_KT,91231.16623871266,106616.10476491954,0.5456945478343125,0.41520654259882506,0.505,0.69,0.49800000000000005,0.2800218086627501,0.44,-51278.37446630529,-115881.79450581549,0.502,0.7199781913372498,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.2,0,0,Stress,1,CFG_KR,91231.16623871266,106616.10476491954,0.5456945478343125,0.41520654259882506,0.505,0.69,0.49800000000000005,0.2800218086627501,0.44,-51278.37446630529,-115881.79450581549,0.502,0.7199781913372498,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.2,0,0,Stress,2,CFG_KS,91231.16623871266,106616.10476491954,0.5456945478343125,0.41520654259882506,0.505,0.69,0.49800000000000005,0.2800218086627501,0.44,-51278.37446630529,-115881.79450581549,0.502,0.7199781913372498,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.2,0,1,Stress,2,CFG_KY,91231.16623871266,106616.10476491954,0.5456945478343125,0.41520654259882506,0.505,0.69,0.49800000000000005,0.2800218086627501,0.44,-51278.37446630529,-115881.79450581549,0.502,0.7199781913372498,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.2,0,1,Stress,3,CFG_KZ,91231.16623871266,106616.10476491954,0.5456945478343125,0.41520654259882506,0.505,0.69,0.49800000000000005,0.2800218086627501,0.44,-51278.37446630529,-115881.79450581549,0.502,0.7199781913372498,0.5,0.8,0.1
JohnsHopkins,Full‑time,0.0,2,0,Stress,3,CFG_NZ,403431.16623871255,145687.70476491953,0.47616995455183536,0.3985160545377975,0.505,0.69,0.404,0.7697201817926583,0.02,-28444.026787087623,-121100.44963363049,0.596,0.23027981820734167,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,2,0,Stress,2,CFG_NY,403431.16623871255,145687.70476491953,0.47616995455183536,0.3985160545377975,0.505,0.69,0.404,0.7697201817926583,0.02,-28444.026787087623,-121100.44963363049,0.596,0.23027981820734167,0.7,0.6,0.1
JohnsHopkins,Full‑time,0.0,2,0,Stress,1,CFG_NX,403431.16623871255,145687.70476491953,0.47616995455183536,0.3985160545377975,0.505,0.69,0.404,0.7697201817926583,0.02,-28444.026787087623,-121100.44963363049,0.596,0.23027981820734167,0.7,0.6,0.1
JohnsHopkins,Part‑time,0.2,0,1,Base,1,CFG_KU,118731.16623871269,107303.60476491954,0.5465364161433379,0.3962963006279946,0.505,0.69,0.493,0.28365433542664853,0.38,-48298.50450331914,-109704.6470327031,0.507,0.7163456645733515,0.5,0.8,0.1
JohnsHopkins,Part‑time,0.2,0,0,Base,1,CFG_KO,118731.16623871269,107303.60476491954,0.5465364161433379,0.3962963006279946,0.505,0.69,0.493,0.28365433542664853,0.38,-48298.50450331914,-109704.6470327031,0.507,0.7163456645733515,0.5,0.8,0.1
