Year,Age,H_SAL,H_BONUS,HEL_SAL,Daycare,Tuition,Mortgage,Ppty,Healthcare,Charity,Lifecycle_Stage,Risk_Aversion,Equity_Allocation,Bonds_Allocation,Cash_Allocation,NetCF
14,44,155400.0,31080.0,72520.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.43,0.56,0.38999999999999996,0.05,94123.29162387125
15,45,154500.0,30900.0,72100.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.45,0.55,0.39999999999999997,0.05,92623.31162387125
16,46,153600.0,30720.0,71680.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.47000000000000003,0.54,0.41,0.05,91123.33162387126
17,47,152700.0,30540.0,71260.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.49000000000000005,0.53,0.42,0.05,89623.35162387126
18,48,151800.0,30360.0,70840.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.51,0.52,0.43,0.05,88123.37162387125
19,49,150900.0,30180.0,70420.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.53,0.51,0.44,0.05,86623.39162387126
20,50,150000.0,30000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.55,0.5,0.45,0.05,85123.41162387126
21,51,150000.0,30000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.5700000000000001,0.49,0.46,0.05,85123.43162387128
22,52,150000.0,30000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,85123.45162387125
23,53,150000.0,30000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.61,0.47,0.48000000000000004,0.05,85123.47162387126
24,54,150000.0,30000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.63,0.46,0.49000000000000005,0.05,85123.49162387128
25,55,150000.0,30000.0,70000.0,0,0.0,0.0,-34000,-5000,0,pre_retirement,0.65,0.45,0.5,0.05,211001.65
26,56,150000.0,30000.0,70000.0,0,0.0,0.0,-34000,-5500,0,pre_retirement,0.67,0.44,0.51,0.05,210501.67
27,57,150000.0,30000.0,70000.0,0,0.0,0.0,-34000,-6000,0,pre_retirement,0.6900000000000001,0.43,0.52,0.05,210001.68999999997
28,58,150000.0,30000.0,70000.0,0,0.0,0.0,-34000,-6500,0,pre_retirement,0.71,0.42,0.53,0.05,209501.71
29,59,150000.0,30000.0,70000.0,0,0.0,0.0,-34000,-7000,0,pre_retirement,0.73,0.41,0.54,0.05,209001.73
30,60,150000.0,24000.0,70000.0,0,0.0,0.0,-34000,-7500,0,pre_retirement,0.75,0.4,0.5499999999999999,0.05,202501.74999999997
31,61,147000.0,23049.600000000002,68600.0,0,0.0,0.0,-34000,-8000,0,pre_retirement,0.77,0.39,0.5599999999999999,0.05,196651.37
32,62,144000.0,22118.4,67200.0,0,0.0,0.0,-34000,-8500,0,pre_retirement,0.79,0.38,0.57,0.05,190820.19
33,63,141000.0,21206.4,65800.0,0,0.0,0.0,-34000,-9000,0,pre_retirement,0.8099999999999999,0.37,0.58,0.05,185008.20999999996
34,64,138000.0,20313.600000000002,64400.0,0,0.0,0.0,-34000,-9500,0,pre_retirement,0.83,0.36,0.59,0.05,179215.42999999996
35,65,135000.0,19440.000000000004,63000.0,0,0.0,0.0,-34000,-10000,0,retirement,0.85,0.35,0.6,0.05,173441.85
36,66,132000.0,18585.600000000002,61600.0,0,0.0,0.0,-34000,-10500,0,retirement,0.86,0.34,0.6099999999999999,0.05,167687.45999999996
37,67,129000.0,17750.4,60200.0,0,0.0,0.0,-34000,-11000,0,retirement,0.87,0.33,0.6199999999999999,0.05,161952.26999999996
38,68,126000.0,16934.4,58800.0,0,0.0,0.0,-34000,-11500,0,retirement,0.88,0.32,0.6299999999999999,0.05,156236.28
39,69,123000.00000000001,16137.600000000006,57400.00000000001,0,0.0,0.0,-34000,-12000,0,retirement,0.89,0.31,0.6399999999999999,0.05,150539.49000000005
