Year,Age,H_SAL,H_BONUS,HEL_SAL,Daycare,Tuition,Mortgage,Ppty,Healthcare,Charity,Lifecycle_Stage,Risk_Aversion,Equity_Allocation,Bonds_Allocation,Cash_Allocation,NetCF
20,50,150000.0,15000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.55,0.5,0.45,0.05,70123.41162387126
21,51,150000.0,15000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.5700000000000001,0.49,0.46,0.05,70123.43162387128
22,52,150000.0,15000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,70123.45162387125
23,53,150000.0,15000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.61,0.47,0.48000000000000004,0.05,70123.47162387126
24,54,150000.0,15000.0,70000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.63,0.46,0.49000000000000005,0.05,70123.49162387128
25,55,150000.0,15000.0,70000.0,0,0.0,0.0,-34000,-5000,0,pre_retirement,0.65,0.45,0.5,0.05,196001.65
26,56,150000.0,15000.0,70000.0,0,0.0,0.0,-34000,-5500,0,pre_retirement,0.67,0.44,0.51,0.05,195501.67
27,57,150000.0,15000.0,70000.0,0,0.0,0.0,-34000,-6000,0,pre_retirement,0.6900000000000001,0.43,0.52,0.05,195001.68999999997
28,58,150000.0,15000.0,70000.0,0,0.0,0.0,-34000,-6500,0,pre_retirement,0.71,0.42,0.53,0.05,194501.71
29,59,150000.0,15000.0,70000.0,0,0.0,0.0,-34000,-7000,0,pre_retirement,0.73,0.41,0.54,0.05,194001.73
30,60,150000.0,12000.0,70000.0,0,0.0,0.0,-34000,-7500,0,pre_retirement,0.75,0.4,0.5499999999999999,0.05,190501.74999999997
31,61,147000.0,11524.800000000001,68600.0,0,0.0,0.0,-34000,-8000,0,pre_retirement,0.77,0.39,0.5599999999999999,0.05,185126.56999999998
32,62,144000.0,11059.2,67200.0,0,0.0,0.0,-34000,-8500,0,pre_retirement,0.79,0.38,0.57,0.05,179760.99000000002
33,63,141000.0,10603.2,65800.0,0,0.0,0.0,-34000,-9000,0,pre_retirement,0.8099999999999999,0.37,0.58,0.05,174405.00999999998
34,64,138000.0,10156.800000000001,64400.0,0,0.0,0.0,-34000,-9500,0,pre_retirement,0.83,0.36,0.59,0.05,169058.62999999995
35,65,135000.0,9720.000000000002,63000.0,0,0.0,0.0,-34000,-10000,0,retirement,0.85,0.35,0.6,0.05,163721.85
36,66,132000.0,9292.800000000001,61600.0,0,0.0,0.0,-34000,-10500,0,retirement,0.86,0.34,0.6099999999999999,0.05,158394.65999999995
37,67,129000.0,8875.2,60200.0,0,0.0,0.0,-34000,-11000,0,retirement,0.87,0.33,0.6199999999999999,0.05,153077.06999999998
38,68,126000.0,8467.2,58800.0,0,0.0,0.0,-34000,-11500,0,retirement,0.88,0.32,0.6299999999999999,0.05,147769.08000000002
39,69,123000.00000000001,8068.800000000003,57400.00000000001,0,0.0,0.0,-34000,-12000,0,retirement,0.89,0.31,0.6399999999999999,0.05,142470.69000000003
