Year,Age,H_SAL,H_BONUS,HEL_SAL,Daycare,Tuition,Mortgage,Ppty,Healthcare,Charity,Lifecycle_Stage,Risk_Aversion,Equity_Allocation,Bonds_Allocation,Cash_Allocation,NetCF
13,43,156300.0,46890.0,145880.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.41,0.57,0.38000000000000006,0.05,184193.27162387126
14,44,155400.0,46620.0,145040.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.43,0.56,0.38999999999999996,0.05,182183.29162387125
15,45,154500.0,46350.0,144200.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.45,0.55,0.39999999999999997,0.05,180173.31162387124
16,46,153600.0,46080.0,143360.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.47000000000000003,0.54,0.41,0.05,178163.33162387126
17,47,152700.0,45810.0,142520.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.49000000000000005,0.53,0.42,0.05,176153.35162387125
18,48,151800.0,45540.0,141680.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.51,0.52,0.43,0.05,174143.37162387124
19,49,150900.0,45270.0,140840.0,0,0.0,-130878.13837612874,-34000,0,0,mid_career,0.53,0.51,0.44,0.05,172133.39162387126
20,50,150000.0,45000.0,140000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.55,0.5,0.45,0.05,170123.41162387124
21,51,150000.0,45000.0,140000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.5700000000000001,0.49,0.46,0.05,170123.43162387123
22,52,150000.0,45000.0,140000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,170123.45162387125
23,53,150000.0,45000.0,140000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.61,0.47,0.48000000000000004,0.05,170123.47162387124
24,54,150000.0,45000.0,140000.0,0,0.0,-130878.13837612874,-34000,0,0,pre_retirement,0.63,0.46,0.49000000000000005,0.05,170123.49162387123
25,55,150000.0,45000.0,140000.0,0,0.0,0.0,-34000,-5000,0,pre_retirement,0.65,0.45,0.5,0.05,296001.65
26,56,150000.0,45000.0,140000.0,0,0.0,0.0,-34000,-5500,0,pre_retirement,0.67,0.44,0.51,0.05,295501.67
27,57,150000.0,45000.0,140000.0,0,0.0,0.0,-34000,-6000,0,pre_retirement,0.6900000000000001,0.43,0.52,0.05,295001.69
28,58,150000.0,45000.0,140000.0,0,0.0,0.0,-34000,-6500,0,pre_retirement,0.71,0.42,0.53,0.05,294501.71
29,59,150000.0,45000.0,140000.0,0,0.0,0.0,-34000,-7000,0,pre_retirement,0.73,0.41,0.54,0.05,294001.7299999999
30,60,150000.0,36000.0,140000.0,0,0.0,0.0,-34000,-7500,0,pre_retirement,0.75,0.4,0.5499999999999999,0.05,284501.75
31,61,147000.0,34574.4,137200.0,0,0.0,0.0,-34000,-8000,0,pre_retirement,0.77,0.39,0.5599999999999999,0.05,276776.17000000004
32,62,144000.0,33177.6,134400.0,0,0.0,0.0,-34000,-8500,0,pre_retirement,0.79,0.38,0.57,0.05,269079.38999999996
33,63,141000.0,31809.6,131600.0,0,0.0,0.0,-34000,-9000,0,pre_retirement,0.8099999999999999,0.37,0.58,0.05,261411.40999999995
34,64,138000.0,30470.400000000005,128800.0,0,0.0,0.0,-34000,-9500,0,pre_retirement,0.83,0.36,0.59,0.05,253772.22999999998
35,65,135000.0,29160.000000000004,126000.0,0,0.0,0.0,-34000,-10000,0,retirement,0.85,0.35,0.6,0.05,246161.85
36,66,132000.0,27878.4,123200.0,0,0.0,0.0,-34000,-10500,0,retirement,0.86,0.34,0.6099999999999999,0.05,238580.25999999998
37,67,129000.0,26625.600000000002,120400.0,0,0.0,0.0,-34000,-11000,0,retirement,0.87,0.33,0.6199999999999999,0.05,231027.46999999994
38,68,126000.0,25401.600000000002,117600.0,0,0.0,0.0,-34000,-11500,0,retirement,0.88,0.32,0.6299999999999999,0.05,223503.47999999998
39,69,123000.00000000001,24206.400000000005,114800.00000000001,0,0.0,0.0,-34000,-12000,0,retirement,0.89,0.31,0.6399999999999999,0.05,216008.29000000004
